"Titles","Year","Cited by","Link"
"Measurement and modelling of the behavior of military pilots","2018","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044047593&doi=10.1007%2f978-3-319-76072-8_32&partnerID=40&md5=bcd0002138cc3cb3a32dc89d34286ecd"
"Validating models of target acquisition performance in the dismounted soldier context","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048078294&doi=10.1117%2f12.2304607&partnerID=40&md5=0cd2da2693fa8589c6d02f354f45e443"
"Low Complexity Parity Check Code for Futuristic Wireless Networks Applications","2018","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045934875&doi=10.1109%2fACCESS.2018.2818740&partnerID=40&md5=23a677f7e7f2449dc60e7c183ee29e77"
"Potential field method for persistent surveillance of multiple unmanned aerial vehicle sensors","2018","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041474756&doi=10.1177%2f1550147718755069&partnerID=40&md5=754a51b40de3430ad55569562fffdf1a"
"Open architecture of a counter UAV system","2018","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049209792&doi=10.1117%2f12.2305606&partnerID=40&md5=c476007e4362d92c3781536592e190f8"
"Assimilating weather data into a digital event gazetteer of airborne parachute operations during the French indochina war","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041490842&doi=10.1175%2fWCAS-D-17-0016.1&partnerID=40&md5=58899fefe7869f0289ce10f79e3cadb4"
"Experimental studies and analysis on IEMI source, field propagation and IEMI coupling to power utility system","2018","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046138833&doi=10.2528%2fpierc17111706&partnerID=40&md5=d2a5da00a91580e368e07f39e71c53ab"
"Cognitive fuzzy flow control for wireless routers","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048051644&doi=10.1504%2fIJAACS.2018.092021&partnerID=40&md5=a87e75c8ca80b5e65839ce669a31cc59"
"Design and development of redeployable underwater data communication link for defence application","2018","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039774449&doi=10.14429%2fdsj.68.11837&partnerID=40&md5=e5550b974883c171e5700de0a26488b0"
"Low-cost multi-camera module and processor array for the ultra-fast framerate recognition, location, and characterization of explosive events","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049214983&doi=10.1117%2f12.2304459&partnerID=40&md5=412c4beb3adfeb3852ba4f574f752bc2"
"Arya: Operating System Support for Securely Augmenting Reality","2018","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041834768&doi=10.1109%2fMSP.2018.1331020&partnerID=40&md5=0c903e8e1bbc440ae7ffddb13363fa77"
"Utilization PPP method in aircraft positioning in post-processing mode","2018","13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041521326&doi=10.1108%2fAEAT-05-2016-0078&partnerID=40&md5=bbe82951a5496f5d64ae645e48713340"
"Key requirements in the procurement of future low observable combat vehicles: a European perspective","2018","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039149702&doi=10.1002%2fsys.21410&partnerID=40&md5=ff7ec207d022af47ef23ca826e5e2dfa"
"Modelling and simulation to support the counter drone operations (NMSG-154)","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044043160&doi=10.1007%2f978-3-319-76072-8_19&partnerID=40&md5=8eeb70f3c98a236e7ab8cfc014cda077"
"An enhanced cross-layer approach based on fuzzy-logic for securing wireless Ad-Hoc networks from black hole attacks","2018","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049000044&doi=10.15866%2firecap.v8i2.13856&partnerID=40&md5=b786704d95f91b6fcd0c920774c22f65"
"Securing cognitive radio vehicular Ad hoc networks with fog computing","2018","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041558947&partnerID=40&md5=d55085066cfe2a2fcbf298949a682528"
"Possibilities of nanotechnologies for unmanned autonomous vehicles","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044044525&doi=10.1007%2f978-3-319-76072-8_31&partnerID=40&md5=3001a5586fd2c14b88906d669e3e985d"
"Effective direction of arrival estimation of gunshot signals from an in-flight unmanned aerial vehicle","2018","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048408795&doi=10.1117%2f12.2307657&partnerID=40&md5=9a83979448dc3ffe08d756dbce1eda38"
"Analysis of the sensitivity and dynamic characteristics of the birefringent fiber temperature response for realization of the thermal field disturbance sensor","2018","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047808690&doi=10.1117%2f12.2289606&partnerID=40&md5=c9c055147721bb446ef02199dbf4891f"
"Experiences in open architecture research and experimentation","2018","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049202891&doi=10.1117%2f12.2309779&partnerID=40&md5=28d6bfcbc3c23acb17aa8e6c23b64cba"
"Design and practical evaluation of a family of lightweight protocols for heterogeneous sensing through BLE beacons in IoT telemetry applications","2018","40","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039772279&doi=10.3390%2fs18010057&partnerID=40&md5=c83fcfac4e22ff018b6e10839ecd5a77"
"Detection of attacks causing network service denial","2018","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048229365&doi=10.3849%2faimt.01220&partnerID=40&md5=2ea6fcd8dc22d156888e2748e3f099b0"
"All-fiber-photonics-based ultralow-noise agile frequency synthesizer for X-band radars","2018","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039047860&doi=10.1364%2fPRJ.6.000012&partnerID=40&md5=5f5a215b3dd6aae9f53b8cd473eb7c53"
"Unmanned combat aerial vehicle path planning by brain storm optimization algorithm","2018","47","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046419473&doi=10.24846%2fv27i1y201802&partnerID=40&md5=37475dfa188599078781ffaa11c0b19f"
"An approach for host-based intrusion detection system design using convolutional neural network","2018","23","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047462222&doi=10.1007%2f978-3-319-90775-8_10&partnerID=40&md5=1dd21f43b75297c5718951bd54a9ce2d"
"Deciding DUT proper functionality in non metrological measurements","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048244039&doi=10.3849%2faimt.01170&partnerID=40&md5=a1d13849f4f160a6d164165a05260cd8"
"Analysis of cyber risk and associated concentration of research (ACR)2 in the security of vehicular edge clouds","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048425181&doi=10.1049%2fcp.2018.0019&partnerID=40&md5=ec8febae10dc71896db3e0db1e0c708c"
"A comprehensive IoT attacks survey based on a building-blocked reference model","2018","103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049536539&doi=10.14569%2fIJACSA.2018.090349&partnerID=40&md5=403c1085d56fd47d2e67946ae6ab16e3"
"Multidepot UAV Routing Problem with Weapon Configuration and Time Window","2018","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048159839&doi=10.1155%2f2018%2f7318207&partnerID=40&md5=4e40b8ac0c73fe91e618d59b9c8572cc"
"Information security risk considerations for the processing of IoT sourced data in the public cloud","2018","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048445294&doi=10.1049%2fcp.2018.0040&partnerID=40&md5=f5d70558450387f59fd65e2b0059c3bf"
"Blue Guardian open adaptable architecture for C4ISR (Rising Researcher Presentation)","2018","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049206989&doi=10.1117%2f12.2303535&partnerID=40&md5=62b7a9579b5d17d3d2b8a58be558fe30"
"Electro-optical tracking considerations III","2018","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049186629&doi=10.1117%2f12.2304796&partnerID=40&md5=e49cc34f0eca7599bf787930614d8633"
"Divers augmented vision display (DAVD) emerging technology development","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048862775&doi=10.1117%2f12.2282874&partnerID=40&md5=2ed515d543b32eae1d43e5076024abb3"
"Research progress of VO2 thin film as laser protecting material","2018","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045133707&doi=10.1117%2f12.2310075&partnerID=40&md5=7c22831d123d5465a7cd064325001a68"
"Distributed Network Structure Estimation using Consensus Methods","2018","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042926047&doi=10.2200%2fS00829ED1V01Y201802COM013&partnerID=40&md5=944c71083165cfb92e3dff2fc4ad1e8c"
"A holistic approach to SIM platform and its application to early-warning satellite system","2018","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032784430&doi=10.1016%2fj.asr.2017.10.019&partnerID=40&md5=d9b8761fce99b907ff96bdab28b637d8"
"Comparing fMRI activation during smooth pursuit eye movements among contact sport athletes, non-contact sport athletes, and non-athletes","2018","13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041831789&doi=10.1016%2fj.nicl.2018.01.025&partnerID=40&md5=56f3f7dccc2522086d9a753fe32cbe0b"
"Conceptualization of Military's Common Operation Picture for the Enhancement of Disaster Preparedness and Response during Emergency and Communication Blackout","2018","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043356455&doi=10.1016%2fj.proeng.2018.01.160&partnerID=40&md5=125be54f4bdb08543a9d42a978b51c94"
"Archaeological use of Synthetic Aperture Sonar on deepwater wreck sites in Skagerrak","2018","26","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034243706&doi=10.1016%2fj.jas.2017.10.005&partnerID=40&md5=b9a082efa0c88fe50438ab540d84ca79"
"Aspects of technical requirements for the future autonomy of military vehicles","2018","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044054784&doi=10.1007%2f978-3-319-76072-8_26&partnerID=40&md5=e61fa13589a3f66d98d727900e5b1e82"
"Distributed contact plan design for multi-layer satellite-terrestrial network","2018","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042179661&doi=10.1109%2fCC.2018.8290802&partnerID=40&md5=a430c8e3d0a618b7f1b56094ccd912aa"
"Concept of a module for physical security of material secured by LIMS","2018","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045918354&doi=10.1007%2f978-3-319-78723-7_30&partnerID=40&md5=a65871639a44d4c6e6c3fe8bf9e5cb08"
"Detection and identification of chemical warfare agents using mid wave infrared active hyperspectral imaging","2018","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049372133&doi=10.1117%2f12.2302519&partnerID=40&md5=1fbfe5f65ca1ca251a95b4674c861c8d"
"Free space optics for tactical environments","2018","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048898303&doi=10.1117%2f12.2290284&partnerID=40&md5=5af7656a3db9da0f0bb9fefc46f59c1c"
"Epidemic-resistant configurations for intrusion detection systems","2017","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046629944&doi=10.1109%2fCNS.2017.8228672&partnerID=40&md5=c490c98b775d3e54df15b0fe01924b58"
"High-Capacity Free-Space Optical Communications between a Ground Transmitter and a Ground Receiver via a UAV Using Multiplexing of Multiple Orbital-Angular-Momentum Beams","2017","91","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037725284&doi=10.1038%2fs41598-017-17580-y&partnerID=40&md5=17fa1685fe30f64c6e0d2c05c139a2e4"
"Human cytomegalovirus encoded miR-US25-1-5p attenuates CD147/EMMPRIN-mediated early antiviral response","2017","17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037373574&doi=10.3390%2fv9120365&partnerID=40&md5=818101e8bfebb617e0eb74afdc72a133"
"Efficient chaff-aided obfuscation in resource constrained environments","2017","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042359094&doi=10.1109%2fMILCOM.2017.8170843&partnerID=40&md5=6b173306cc4a051b961116623bccfe15"
"A New Space Target Detection Technology and Its Experiment by Using Tianlai Dark Energy Radio Detection Array","2017","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043396090&doi=10.3873%2fj.issn.1000-1328.2017.11.014&partnerID=40&md5=eeb3af4469d52f6c420c6ed0f75f5037"
"Channel hopping scheme to mitigate jamming attacks in wireless LANs","2017","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008967218&doi=10.1186%2fs13638-016-0785-z&partnerID=40&md5=a8cb144438f3e5b64ed39b3c937524cd"
"Strategies for searching a mobile target using mobile sensors in a two-dimensional grid","2017","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046542361&doi=10.1109%2fI2CT.2017.8226095&partnerID=40&md5=e0e1e33b05dd321cffe9c37a15137339"
"Balancing the radar and long wavelength infrared signature properties in concept analysis of combat aircraft – A proof of concept","2017","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014595370&doi=10.1016%2fj.ast.2017.10.022&partnerID=40&md5=e9010f6d3aece63d3eab99fac58aaf74"
"Delegation based user authentication framework over cognitive radio networks","2017","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036530644&doi=10.3390%2fjsan6040029&partnerID=40&md5=0437b308994c990bc3da5f5a5177fc38"
"Immunoglobulins G from sera of amyotrophic lateral sclerosis patients induce oxidative stress and upregulation of antioxidative system in BV-2 microglial cell line","2017","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034983591&doi=10.3389%2ffimmu.2017.01619&partnerID=40&md5=5ed1dde9e32980a1b3d5e8c3abd31ad9"
"Node Sampling by Partitioning on Graphs via Convex Optimization","2017","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047499164&doi=10.1109%2fSSPD.2017.8233246&partnerID=40&md5=0d038987ce28dd8315824a2b0b8a17e9"
"Workload profiles: A continuous measure of mental workload","2018","38","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994545592&doi=10.1016%2fj.ergon.2016.09.003&partnerID=40&md5=dc26b0a6e0bb11aa412418919971ecad"
"An integral model to provide reactive and proactive services in an academic csirt based on business intelligence","2017","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067505273&doi=10.3390%2fsystems5040052&partnerID=40&md5=82a79a1bfaf50351102de9177f1b731f"
"Sequential data fusion applied to a distributed radar, acoustic and visual sensor network","2017","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046679016&doi=10.1109%2fSDF.2017.8126357&partnerID=40&md5=126f9f273001e7749d924ac1907eecdf"
"Challenges and Prospects of Fault Prognostic and Health Management for Power Transformer","2017","37","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040570387&doi=10.7500%2fAEPS20170213002&partnerID=40&md5=e1a8743a6f6081bb2d0e9cf3a610725d"
"Method of geometric connected disk cover problem for UAV realy network deployment","2017","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039457290&doi=10.1051%2fmatecconf%2f201713900165&partnerID=40&md5=cac2a007b134f6d2cdcf1416ab89182e"
"Efficient distribution of fragmented sensor data for obfuscation","2017","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042358399&doi=10.1109%2fMILCOM.2017.8170861&partnerID=40&md5=684dec092c8012bc5c01b583e90ee3fa"
"Image fusion method for infrared and visible light images based on SWT and regional gradient","2017","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043379219&doi=10.1109%2fITOEC.2017.8122499&partnerID=40&md5=d3cb3804a23a06e506c12010bad6f345"
"Adaptive data transfer methods via policy evolution for UAV swarms","2017","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046620954&doi=10.1109%2fATNAC.2017.8215356&partnerID=40&md5=3515c6327c4ddac013aa9423a08bf46f"
"Enhancing tactical information assessment using an agent-based cognitive architecture","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020379371&doi=10.1007%2f978-3-319-59394-4_4&partnerID=40&md5=3ccfd7eb1c5d600860323939b5ab284c"
"The design and implementation of a multicast address moving target defensive system for internet-of-things applications","2017","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042362127&doi=10.1109%2fMILCOM.2017.8170748&partnerID=40&md5=b92f28a68842fcd95a2496f4d4e2d2c5"
"Research on software-defined network and the security defense technology","2017","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045200028&doi=10.11959%2fj.issn.1000-436x.2017221&partnerID=40&md5=7df2c3d672fc8713cbe329920248793a"
"A Linked Democracy Approach for Regulating Public Health Data","2017","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029210435&doi=10.1007%2fs12553-017-0191-5&partnerID=40&md5=b52aa3da1edaa9f7e8989bc750e3f38e"
